vuln_group,purpose_group,n_expand,prob
baja,compras_tramites,633.793235193524,0.7681565333639484
baja,salud,29.22404636674914,0.03541950418750492
baja,social_recreacion,162.06615868332656,0.19642396244854674
media,compras_tramites,729.4535416454032,0.782279826623798
media,salud,43.57765351258347,0.04673350294194238
media,social_recreacion,159.44017482941905,0.17098667043425955
alta,compras_tramites,982.8933109115508,0.7887565381416688
alta,salud,75.08945975947334,0.060258119241733375
alta,social_recreacion,188.1473891210877,0.15098534261659774
